record_id,project_id,category,amount_kpy,status,accrual_month,payment_due_month,input_timestamp,confirmed_timestamp,vendor_name
CST-00390,PRJ-0123,材料費,58653,確定請求,2026-06,2026-07,2026-07-05T00:00:00,2026-07-05T00:00:00,協力業者J社
CST-00391,PRJ-0031,外注費,2745,確定請求,2024-03,2024-04,2024-03-15T00:00:00,2024-03-19T00:00:00,資材メーカーA
CST-00392,PRJ-0031,外注費,2419,現場見込み,2024-08,2024-09,2024-08-25T00:00:00,,協力業者B社
CST-00393,PRJ-0161,労務費,87234,確定請求,2027-03,2027-04,2027-03-16T00:00:00,2027-03-20T00:00:00,資材メーカーA
CST-00394,PRJ-0041,労務費,47452,確定請求,2026-05,2026-06,2026-06-04T00:00:00,2026-06-07T00:00:00,資材メーカーC
CST-00395,PRJ-0167,外注費,12087,確定請求,2025-11,2025-12,2025-12-04T00:00:00,2025-12-05T00:00:00,協力業者J社
CST-00396,PRJ-0069,外注費,73848,確定請求,2025-02,2025-03,2025-02-16T00:00:00,2025-02-17T00:00:00,協力業者P社
CST-00397,PRJ-0106,外注費,15894,確定請求,2026-09,2026-10,2026-10-02T00:00:00,2026-10-05T00:00:00,資材メーカーH
CST-00398,PRJ-0119,材料費,88097,現場見込み,2024-07,2024-08,2024-08-03T00:00:00,,協力業者B社
CST-00399,PRJ-0053,材料費,70146,現場見込み,2025-02,2025-03,2025-03-03T00:00:00,,協力業者N社
CST-00400,PRJ-0188,材料費,77197,確定請求,2027-03,2027-04,2027-03-17T00:00:00,2027-03-18T00:00:00,協力業者E社
CST-00401,PRJ-0142,材料費,123975,確定請求,2023-08,2023-09,2023-08-11T00:00:00,2023-08-16T00:00:00,協力業者G社
CST-00402,PRJ-0057,外注費,3850,確定請求,2025-05,2025-06,2025-05-22T00:00:00,2025-05-24T00:00:00,資材メーカーJ
CST-00403,PRJ-0086,外注費,68275,確定請求,2023-11,2023-12,2023-11-18T00:00:00,2023-11-18T00:00:00,協力業者R社
CST-00404,PRJ-0080,材料費,20518,確定請求,2025-03,2025-04,2025-04-06T00:00:00,2025-04-10T00:00:00,協力業者M社
CST-00405,PRJ-0077,材料費,61221,確定請求,2023-09,2023-10,2023-09-20T00:00:00,2023-09-21T00:00:00,資材メーカーH
CST-00406,PRJ-0133,外注費,40405,確定請求,2026-08,2026-09,2026-09-06T00:00:00,2026-09-07T00:00:00,資材メーカーD
CST-00407,PRJ-0053,労務費,91377,確定請求,2025-05,2025-06,2025-05-07T00:00:00,2025-05-09T00:00:00,協力業者G社
CST-00408,PRJ-0064,材料費,27579,確定請求,2024-04,2024-05,2024-04-08T00:00:00,2024-04-13T00:00:00,協力業者G社
CST-00409,PRJ-0053,経費,90678,確定請求,2024-04,2024-05,2024-05-04T00:00:00,2024-05-05T00:00:00,資材メーカーD
CST-00410,PRJ-0177,労務費,29357,確定請求,2025-07,2025-08,2025-07-11T00:00:00,2025-07-14T00:00:00,協力業者T社
CST-00411,PRJ-0094,外注費,1943,確定請求,2024-02,2024-03,2024-02-09T00:00:00,2024-02-11T00:00:00,協力業者R社
CST-00412,PRJ-0127,労務費,34508,現場見込み,2024-05,2024-06,2024-06-09T00:00:00,,協力業者O社
CST-00413,PRJ-0139,外注費,57035,確定請求,2025-01,2025-02,2025-01-30T00:00:00,2025-02-01T00:00:00,協力業者J社
CST-00414,PRJ-0063,経費,86735,確定請求,2024-12,2025-01,2025-01-03T00:00:00,2025-01-06T00:00:00,資材メーカーI
CST-00415,PRJ-0081,労務費,120531,確定請求,2025-03,2025-04,2025-04-02T00:00:00,2025-04-04T00:00:00,資材メーカーF
CST-00416,PRJ-0139,材料費,51805,確定請求,2024-08,2024-09,2024-08-25T00:00:00,2024-08-28T00:00:00,協力業者L社
CST-00417,PRJ-0087,外注費,29851,確定請求,2024-08,2024-09,2024-08-07T00:00:00,2024-08-12T00:00:00,協力業者S社
CST-00418,PRJ-0128,経費,40832,確定請求,2024-01,2024-02,2024-01-09T00:00:00,2024-01-13T00:00:00,協力業者A社
CST-00419,PRJ-0161,経費,96597,確定請求,2027-03,2027-04,2027-03-15T00:00:00,2027-03-20T00:00:00,協力業者S社
CST-00420,PRJ-0069,労務費,56243,現場見込み,2024-12,2025-01,2024-12-15T00:00:00,,協力業者J社
CST-00421,PRJ-0133,外注費,40582,口頭発注,2025-07,2025-08,2025-07-27T00:00:00,,協力業者K社
CST-00422,PRJ-0046,材料費,93475,確定請求,2026-06,2026-07,2026-07-03T00:00:00,2026-07-06T00:00:00,協力業者S社
CST-00423,PRJ-0130,外注費,30234,現場見込み,2025-08,2025-09,2025-08-08T00:00:00,,資材メーカーA
CST-00424,PRJ-0039,労務費,71171,口頭発注,2024-02,2024-03,2024-03-01T00:00:00,,資材メーカーE
CST-00425,PRJ-0161,外注費,89117,現場見込み,2026-11,2026-12,2026-11-25T00:00:00,,資材メーカーA
CST-00426,PRJ-0094,外注費,2204,確定請求,2024-09,2024-10,2024-09-22T00:00:00,2024-09-23T00:00:00,協力業者F社
CST-00427,PRJ-0077,材料費,48444,確定請求,2023-12,2024-01,2024-01-08T00:00:00,2024-01-11T00:00:00,資材メーカーD
CST-00428,PRJ-0122,経費,58446,確定請求,2025-05,2025-06,2025-05-22T00:00:00,2025-05-27T00:00:00,資材メーカーJ
CST-00429,PRJ-0194,材料費,8843,現場見込み,2023-06,2023-07,2023-06-26T00:00:00,,協力業者Q社
CST-00430,PRJ-0060,外注費,104136,確定請求,2023-10,2023-11,2023-10-22T00:00:00,2023-10-22T00:00:00,資材メーカーG
CST-00431,PRJ-0052,外注費,105601,確定請求,2024-10,2024-11,2024-10-30T00:00:00,2024-10-30T00:00:00,協力業者E社
CST-00432,PRJ-0167,労務費,6331,確定請求,2025-11,2025-12,2025-12-02T00:00:00,2025-12-06T00:00:00,協力業者A社
CST-00433,PRJ-0007,材料費,56818,確定請求,2026-02,2026-03,2026-02-24T00:00:00,2026-02-28T00:00:00,協力業者L社
CST-00434,PRJ-0191,外注費,30941,口頭発注,2027-04,2027-05,2027-05-02T00:00:00,,資材メーカーB
CST-00435,PRJ-0038,外注費,92787,確定請求,2023-06,2023-07,2023-06-19T00:00:00,2023-06-23T00:00:00,協力業者A社
CST-00436,PRJ-0155,外注費,30641,現場見込み,2024-09,2024-10,2024-09-28T00:00:00,,協力業者A社
CST-00437,PRJ-0107,外注費,61158,確定請求,2024-06,2024-07,2024-07-01T00:00:00,2024-07-01T00:00:00,協力業者R社
CST-00438,PRJ-0178,労務費,69880,現場見込み,2027-03,2027-04,2027-03-14T00:00:00,,資材メーカーG
CST-00439,PRJ-0022,材料費,52748,現場見込み,2024-03,2024-04,2024-03-12T00:00:00,,協力業者D社
CST-00440,PRJ-0151,材料費,121608,確定請求,2024-09,2024-10,2024-09-12T00:00:00,2024-09-13T00:00:00,協力業者E社
CST-00441,PRJ-0070,材料費,18841,口頭発注,2025-02,2025-03,2025-02-10T00:00:00,,協力業者Q社
CST-00442,PRJ-0108,材料費,46111,確定請求,2024-04,2024-05,2024-04-30T00:00:00,2024-04-30T00:00:00,協力業者I社
CST-00443,PRJ-0022,労務費,47546,確定請求,2024-09,2024-10,2024-10-03T00:00:00,2024-10-07T00:00:00,協力業者M社
CST-00444,PRJ-0172,外注費,36406,確定請求,2025-09,2025-10,2025-09-09T00:00:00,2025-09-11T00:00:00,資材メーカーC
CST-00445,PRJ-0125,外注費,89029,確定請求,2024-07,2024-08,2024-07-18T00:00:00,2024-07-23T00:00:00,資材メーカーG
CST-00446,PRJ-0080,材料費,39250,確定請求,2024-07,2024-08,2024-08-04T00:00:00,2024-08-07T00:00:00,協力業者C社
CST-00447,PRJ-0070,労務費,17516,確定請求,2024-10,2024-11,2024-10-12T00:00:00,2024-10-12T00:00:00,協力業者R社
CST-00448,PRJ-0002,労務費,62036,確定請求,2026-03,2026-04,2026-03-23T00:00:00,2026-03-23T00:00:00,協力業者A社
CST-00449,PRJ-0095,経費,51823,確定請求,2025-09,2025-10,2025-09-24T00:00:00,2025-09-29T00:00:00,資材メーカーH
CST-00450,PRJ-0017,材料費,57244,確定請求,2025-10,2025-11,2025-10-20T00:00:00,2025-10-24T00:00:00,協力業者S社
CST-00451,PRJ-0038,材料費,82488,現場見込み,2023-06,2023-07,2023-06-27T00:00:00,,協力業者H社
CST-00452,PRJ-0137,経費,87706,確定請求,2024-12,2025-01,2024-12-25T00:00:00,2024-12-28T00:00:00,資材メーカーI
CST-00453,PRJ-0200,外注費,29117,現場見込み,2024-11,2024-12,2024-11-15T00:00:00,,協力業者B社
CST-00454,PRJ-0171,材料費,64101,確定請求,2025-04,2025-05,2025-04-11T00:00:00,2025-04-15T00:00:00,資材メーカーJ
CST-00455,PRJ-0124,外注費,90759,確定請求,2024-11,2024-12,2024-11-23T00:00:00,2024-11-24T00:00:00,資材メーカーB
CST-00456,PRJ-0166,外注費,12200,確定請求,2026-10,2026-11,2026-11-04T00:00:00,2026-11-08T00:00:00,協力業者A社
CST-00457,PRJ-0197,労務費,16897,現場見込み,2024-02,2024-03,2024-02-15T00:00:00,,資材メーカーE
CST-00458,PRJ-0079,経費,61350,確定請求,2024-02,2024-03,2024-03-01T00:00:00,2024-03-05T00:00:00,協力業者J社
CST-00459,PRJ-0055,労務費,28880,確定請求,2023-12,2024-01,2023-12-18T00:00:00,2023-12-23T00:00:00,協力業者S社
CST-00460,PRJ-0169,外注費,44200,確定請求,2025-03,2025-04,2025-03-16T00:00:00,2025-03-19T00:00:00,協力業者R社
CST-00461,PRJ-0045,外注費,49283,確定請求,2025-06,2025-07,2025-07-01T00:00:00,2025-07-05T00:00:00,資材メーカーF
CST-00462,PRJ-0052,外注費,73129,確定請求,2024-10,2024-11,2024-10-11T00:00:00,2024-10-14T00:00:00,協力業者B社
CST-00463,PRJ-0058,外注費,54022,確定請求,2025-04,2025-05,2025-04-09T00:00:00,2025-04-11T00:00:00,資材メーカーG
CST-00464,PRJ-0193,外注費,25373,現場見込み,2026-01,2026-02,2026-01-14T00:00:00,,資材メーカーE
CST-00465,PRJ-0147,外注費,38780,確定請求,2025-05,2025-06,2025-05-31T00:00:00,2025-05-31T00:00:00,協力業者M社
CST-00466,PRJ-0086,材料費,102706,現場見込み,2024-08,2024-09,2024-08-25T00:00:00,,協力業者I社
CST-00467,PRJ-0154,労務費,13286,現場見込み,2024-02,2024-03,2024-03-05T00:00:00,,協力業者H社
CST-00468,PRJ-0139,外注費,94538,確定請求,2025-08,2025-09,2025-08-19T00:00:00,2025-08-20T00:00:00,協力業者M社
CST-00469,PRJ-0171,外注費,66273,確定請求,2025-04,2025-05,2025-04-09T00:00:00,2025-04-09T00:00:00,協力業者S社
CST-00470,PRJ-0111,外注費,52231,確定請求,2024-04,2024-05,2024-04-11T00:00:00,2024-04-16T00:00:00,資材メーカーF
CST-00471,PRJ-0071,外注費,77911,確定請求,2023-11,2023-12,2023-11-11T00:00:00,2023-11-12T00:00:00,協力業者C社
CST-00472,PRJ-0144,外注費,15628,現場見込み,2025-03,2025-04,2025-03-10T00:00:00,,資材メーカーC
CST-00473,PRJ-0124,経費,48510,確定請求,2025-02,2025-03,2025-02-26T00:00:00,2025-02-28T00:00:00,協力業者M社
CST-00474,PRJ-0111,経費,82982,確定請求,2023-09,2023-10,2023-09-28T00:00:00,2023-09-30T00:00:00,協力業者C社
CST-00475,PRJ-0054,外注費,52919,現場見込み,2025-04,2025-05,2025-04-21T00:00:00,,協力業者L社
CST-00476,PRJ-0097,外注費,26751,確定請求,2024-08,2024-09,2024-08-13T00:00:00,2024-08-14T00:00:00,協力業者E社
CST-00477,PRJ-0081,経費,78320,確定請求,2025-09,2025-10,2025-09-20T00:00:00,2025-09-24T00:00:00,協力業者O社
CST-00478,PRJ-0170,外注費,28571,確定請求,2025-12,2026-01,2025-12-31T00:00:00,2025-12-31T00:00:00,協力業者N社
CST-00479,PRJ-0181,材料費,34173,確定請求,2024-01,2024-02,2024-01-22T00:00:00,2024-01-22T00:00:00,協力業者L社
CST-00480,PRJ-0040,外注費,14378,確定請求,2024-11,2024-12,2024-11-17T00:00:00,2024-11-20T00:00:00,協力業者T社
CST-00481,PRJ-0193,外注費,42001,口頭発注,2024-05,2024-06,2024-05-14T00:00:00,,協力業者J社
CST-00482,PRJ-0031,材料費,3450,確定請求,2024-06,2024-07,2024-06-27T00:00:00,2024-07-02T00:00:00,資材メーカーE
CST-00483,PRJ-0103,労務費,86340,確定請求,2024-11,2024-12,2024-11-16T00:00:00,2024-11-20T00:00:00,資材メーカーI
CST-00484,PRJ-0162,材料費,33712,確定請求,2026-05,2026-06,2026-05-08T00:00:00,2026-05-09T00:00:00,協力業者F社
CST-00485,PRJ-0010,労務費,34698,確定請求,2024-07,2024-08,2024-07-09T00:00:00,2024-07-11T00:00:00,協力業者I社
CST-00486,PRJ-0158,労務費,39592,現場見込み,2026-08,2026-09,2026-08-11T00:00:00,,協力業者E社
CST-00487,PRJ-0070,外注費,26029,口頭発注,2024-06,2024-07,2024-06-23T00:00:00,,協力業者N社
CST-00488,PRJ-0139,材料費,100465,確定請求,2025-03,2025-04,2025-04-07T00:00:00,2025-04-07T00:00:00,協力業者J社
CST-00489,PRJ-0073,外注費,12646,確定請求,2026-10,2026-11,2026-10-16T00:00:00,2026-10-21T00:00:00,協力業者I社
CST-00490,PRJ-0038,材料費,102065,確定請求,2024-02,2024-03,2024-02-20T00:00:00,2024-02-21T00:00:00,協力業者T社
CST-00491,PRJ-0058,経費,36328,確定請求,2025-11,2025-12,2025-11-27T00:00:00,2025-11-29T00:00:00,協力業者D社
CST-00492,PRJ-0005,材料費,77219,確定請求,2024-03,2024-04,2024-03-26T00:00:00,2024-03-30T00:00:00,協力業者M社
CST-00493,PRJ-0002,材料費,39033,確定請求,2025-06,2025-07,2025-07-06T00:00:00,2025-07-09T00:00:00,資材メーカーF
CST-00494,PRJ-0153,労務費,45411,確定請求,2025-03,2025-04,2025-03-12T00:00:00,2025-03-13T00:00:00,協力業者N社
CST-00495,PRJ-0113,労務費,82661,確定請求,2024-11,2024-12,2024-11-29T00:00:00,2024-12-04T00:00:00,協力業者K社
CST-00496,PRJ-0127,外注費,34780,確定請求,2024-02,2024-03,2024-03-06T00:00:00,2024-03-07T00:00:00,協力業者P社
CST-00497,PRJ-0185,労務費,70671,確定請求,2026-05,2026-06,2026-05-08T00:00:00,2026-05-13T00:00:00,協力業者K社
CST-00498,PRJ-0140,材料費,39711,確定請求,2024-10,2024-11,2024-10-30T00:00:00,2024-11-01T00:00:00,協力業者S社
CST-00499,PRJ-0100,材料費,10005,現場見込み,2026-03,2026-04,2026-03-22T00:00:00,,協力業者I社
CST-00500,PRJ-0058,労務費,49614,確定請求,2025-08,2025-09,2025-08-31T00:00:00,2025-09-01T00:00:00,協力業者D社
CST-00501,PRJ-0061,外注費,31202,確定請求,2023-09,2023-10,2023-09-26T00:00:00,2023-09-26T00:00:00,資材メーカーB
CST-00502,PRJ-0089,労務費,99711,現場見込み,2025-04,2025-05,2025-04-11T00:00:00,,資材メーカーC
CST-00503,PRJ-0063,材料費,62271,確定請求,2024-11,2024-12,2024-11-23T00:00:00,2024-11-28T00:00:00,資材メーカーF
CST-00504,PRJ-0066,外注費,5744,確定請求,2025-09,2025-10,2025-09-15T00:00:00,2025-09-20T00:00:00,資材メーカーG
CST-00505,PRJ-0139,経費,101101,確定請求,2025-06,2025-07,2025-06-23T00:00:00,2025-06-24T00:00:00,協力業者E社
CST-00506,PRJ-0170,材料費,27733,現場見込み,2025-10,2025-11,2025-10-26T00:00:00,,資材メーカーB
CST-00507,PRJ-0116,外注費,56508,確定請求,2026-02,2026-03,2026-02-28T00:00:00,2026-02-28T00:00:00,資材メーカーF
CST-00508,PRJ-0153,労務費,58633,確定請求,2025-04,2025-05,2025-05-07T00:00:00,2025-05-11T00:00:00,協力業者T社
CST-00509,PRJ-0051,材料費,82061,現場見込み,2025-09,2025-10,2025-09-18T00:00:00,,協力業者R社
CST-00510,PRJ-0186,材料費,39575,現場見込み,2025-05,2025-06,2025-05-19T00:00:00,,協力業者N社
CST-00511,PRJ-0020,外注費,15774,確定請求,2024-06,2024-07,2024-06-07T00:00:00,2024-06-12T00:00:00,資材メーカーF
CST-00512,PRJ-0006,材料費,3357,確定請求,2024-04,2024-05,2024-04-05T00:00:00,2024-04-05T00:00:00,協力業者T社
CST-00513,PRJ-0131,労務費,4406,確定請求,2026-04,2026-05,2026-04-26T00:00:00,2026-04-27T00:00:00,資材メーカーB
CST-00514,PRJ-0129,材料費,34001,現場見込み,2025-02,2025-03,2025-02-11T00:00:00,,協力業者S社
CST-00515,PRJ-0094,労務費,2489,確定請求,2024-05,2024-06,2024-05-14T00:00:00,2024-05-14T00:00:00,資材メーカーF
CST-00516,PRJ-0117,材料費,153144,確定請求,2023-10,2023-11,2023-10-14T00:00:00,2023-10-15T00:00:00,協力業者D社
CST-00517,PRJ-0154,外注費,15926,確定請求,2024-03,2024-04,2024-03-13T00:00:00,2024-03-17T00:00:00,資材メーカーD
CST-00518,PRJ-0020,労務費,23654,現場見込み,2024-12,2025-01,2024-12-13T00:00:00,,協力業者O社
CST-00519,PRJ-0129,外注費,43131,確定請求,2025-08,2025-09,2025-08-11T00:00:00,2025-08-16T00:00:00,協力業者O社
CST-00520,PRJ-0024,外注費,111785,確定請求,2026-05,2026-06,2026-05-16T00:00:00,2026-05-16T00:00:00,協力業者E社
CST-00521,PRJ-0147,材料費,42724,確定請求,2025-03,2025-04,2025-04-03T00:00:00,2025-04-06T00:00:00,協力業者D社
CST-00522,PRJ-0164,材料費,172463,現場見込み,2024-12,2025-01,2024-12-22T00:00:00,,協力業者D社
CST-00523,PRJ-0018,外注費,20715,確定請求,2024-11,2024-12,2024-11-07T00:00:00,2024-11-10T00:00:00,協力業者J社
CST-00524,PRJ-0125,外注費,47478,確定請求,2024-09,2024-10,2024-09-14T00:00:00,2024-09-17T00:00:00,協力業者G社
CST-00525,PRJ-0143,経費,23682,確定請求,2024-07,2024-08,2024-07-29T00:00:00,2024-08-01T00:00:00,協力業者P社
CST-00526,PRJ-0129,材料費,60639,確定請求,2025-09,2025-10,2025-09-03T00:00:00,2025-09-05T00:00:00,協力業者K社
CST-00527,PRJ-0140,外注費,30518,確定請求,2023-07,2023-08,2023-07-29T00:00:00,2023-07-29T00:00:00,資材メーカーF
CST-00528,PRJ-0158,材料費,27202,口頭発注,2026-03,2026-04,2026-03-11T00:00:00,,資材メーカーA
CST-00529,PRJ-0018,外注費,14815,口頭発注,2024-04,2024-05,2024-05-01T00:00:00,,資材メーカーJ
CST-00530,PRJ-0025,労務費,9723,確定請求,2027-05,2027-06,2027-05-23T00:00:00,2027-05-24T00:00:00,協力業者F社
CST-00531,PRJ-0033,外注費,42189,確定請求,2024-02,2024-03,2024-02-20T00:00:00,2024-02-23T00:00:00,協力業者R社
CST-00532,PRJ-0061,外注費,95381,確定請求,2023-10,2023-11,2023-10-20T00:00:00,2023-10-25T00:00:00,資材メーカーF
CST-00533,PRJ-0145,労務費,75598,確定請求,2025-10,2025-11,2025-11-03T00:00:00,2025-11-06T00:00:00,協力業者F社
CST-00534,PRJ-0152,労務費,57399,確定請求,2025-08,2025-09,2025-08-31T00:00:00,2025-09-01T00:00:00,資材メーカーD
CST-00535,PRJ-0093,経費,6787,確定請求,2024-01,2024-02,2024-01-28T00:00:00,2024-01-31T00:00:00,協力業者S社
CST-00536,PRJ-0069,材料費,49292,確定請求,2024-05,2024-06,2024-05-19T00:00:00,2024-05-20T00:00:00,資材メーカーC
CST-00537,PRJ-0020,外注費,13670,口頭発注,2025-02,2025-03,2025-02-06T00:00:00,,資材メーカーE
CST-00538,PRJ-0069,外注費,80022,確定請求,2025-03,2025-04,2025-03-13T00:00:00,2025-03-14T00:00:00,協力業者D社
CST-00539,PRJ-0101,外注費,31038,確定請求,2025-03,2025-04,2025-03-14T00:00:00,2025-03-17T00:00:00,協力業者K社
CST-00540,PRJ-0179,外注費,83305,口頭発注,2025-03,2025-04,2025-03-26T00:00:00,,協力業者I社
CST-00541,PRJ-0157,労務費,20576,現場見込み,2025-04,2025-05,2025-04-18T00:00:00,,資材メーカーA
CST-00542,PRJ-0189,外注費,15641,口頭発注,2026-08,2026-09,2026-09-02T00:00:00,,協力業者M社
CST-00543,PRJ-0169,労務費,50414,確定請求,2024-11,2024-12,2024-11-03T00:00:00,2024-11-05T00:00:00,協力業者S社
CST-00544,PRJ-0157,労務費,23144,確定請求,2025-01,2025-02,2025-01-20T00:00:00,2025-01-24T00:00:00,資材メーカーH
CST-00545,PRJ-0033,材料費,55092,確定請求,2024-01,2024-02,2024-01-09T00:00:00,2024-01-13T00:00:00,資材メーカーG
CST-00546,PRJ-0065,材料費,43039,確定請求,2026-07,2026-08,2026-07-21T00:00:00,2026-07-23T00:00:00,協力業者C社
CST-00547,PRJ-0164,材料費,122839,現場見込み,2025-01,2025-02,2025-01-10T00:00:00,,協力業者H社
CST-00548,PRJ-0160,外注費,4106,確定請求,2025-08,2025-09,2025-09-06T00:00:00,2025-09-11T00:00:00,協力業者F社
CST-00549,PRJ-0200,材料費,37502,現場見込み,2024-09,2024-10,2024-09-15T00:00:00,,協力業者Q社
CST-00550,PRJ-0004,外注費,5444,確定請求,2025-02,2025-03,2025-02-05T00:00:00,2025-02-09T00:00:00,協力業者T社
CST-00551,PRJ-0041,外注費,70564,現場見込み,2026-08,2026-09,2026-08-05T00:00:00,,協力業者N社
CST-00552,PRJ-0167,外注費,9670,現場見込み,2026-05,2026-06,2026-05-28T00:00:00,,資材メーカーA
CST-00553,PRJ-0035,外注費,55224,確定請求,2025-09,2025-10,2025-09-27T00:00:00,2025-10-01T00:00:00,資材メーカーJ
CST-00554,PRJ-0028,外注費,16065,現場見込み,2026-02,2026-03,2026-02-12T00:00:00,,協力業者P社
CST-00555,PRJ-0059,労務費,9919,現場見込み,2023-07,2023-08,2023-08-01T00:00:00,,協力業者F社
CST-00556,PRJ-0111,材料費,83923,現場見込み,2024-09,2024-10,2024-09-14T00:00:00,,協力業者T社
CST-00557,PRJ-0175,外注費,89817,確定請求,2025-03,2025-04,2025-04-04T00:00:00,2025-04-05T00:00:00,協力業者A社
CST-00558,PRJ-0149,労務費,3803,現場見込み,2024-06,2024-07,2024-06-08T00:00:00,,資材メーカーG
CST-00559,PRJ-0021,材料費,30694,確定請求,2025-11,2025-12,2025-11-20T00:00:00,2025-11-23T00:00:00,資材メーカーA
CST-00560,PRJ-0040,外注費,11961,確定請求,2024-09,2024-10,2024-09-26T00:00:00,2024-09-29T00:00:00,協力業者N社
CST-00561,PRJ-0037,外注費,19369,確定請求,2024-11,2024-12,2024-12-05T00:00:00,2024-12-05T00:00:00,協力業者C社
CST-00562,PRJ-0001,外注費,44136,確定請求,2024-12,2025-01,2024-12-13T00:00:00,2024-12-13T00:00:00,協力業者H社
CST-00563,PRJ-0149,外注費,4052,確定請求,2024-07,2024-08,2024-07-21T00:00:00,2024-07-23T00:00:00,協力業者H社
CST-00564,PRJ-0010,材料費,36084,確定請求,2024-07,2024-08,2024-07-27T00:00:00,2024-07-31T00:00:00,資材メーカーE
CST-00565,PRJ-0151,外注費,234605,現場見込み,2024-12,2025-01,2025-01-06T00:00:00,,資材メーカーE
CST-00566,PRJ-0181,材料費,30264,確定請求,2024-08,2024-09,2024-08-26T00:00:00,2024-08-26T00:00:00,協力業者D社
CST-00567,PRJ-0027,材料費,58066,確定請求,2026-01,2026-02,2026-02-09T00:00:00,2026-02-11T00:00:00,資材メーカーE
CST-00568,PRJ-0123,外注費,40455,確定請求,2026-11,2026-12,2026-11-10T00:00:00,2026-11-15T00:00:00,資材メーカーG
CST-00569,PRJ-0196,外注費,6816,現場見込み,2026-03,2026-04,2026-03-20T00:00:00,,協力業者R社
CST-00570,PRJ-0055,外注費,14315,現場見込み,2024-06,2024-07,2024-06-21T00:00:00,,協力業者D社
CST-00571,PRJ-0038,材料費,128456,確定請求,2023-11,2023-12,2023-11-02T00:00:00,2023-11-05T00:00:00,資材メーカーH
CST-00572,PRJ-0169,労務費,55672,確定請求,2024-09,2024-10,2024-10-01T00:00:00,2024-10-04T00:00:00,協力業者L社
CST-00573,PRJ-0050,材料費,60839,確定請求,2023-12,2024-01,2023-12-30T00:00:00,2023-12-31T00:00:00,資材メーカーE
CST-00574,PRJ-0121,外注費,66143,確定請求,2024-08,2024-09,2024-08-31T00:00:00,2024-09-05T00:00:00,資材メーカーD
CST-00575,PRJ-0105,外注費,34065,現場見込み,2024-05,2024-06,2024-06-07T00:00:00,,資材メーカーH
CST-00576,PRJ-0137,労務費,35140,口頭発注,2024-11,2024-12,2024-11-17T00:00:00,,協力業者N社
CST-00577,PRJ-0081,外注費,76333,確定請求,2025-12,2026-01,2025-12-19T00:00:00,2025-12-20T00:00:00,協力業者E社
CST-00578,PRJ-0019,経費,5439,確定請求,2023-10,2023-11,2023-10-10T00:00:00,2023-10-14T00:00:00,協力業者S社
CST-00579,PRJ-0125,材料費,61023,現場見込み,2023-12,2024-01,2023-12-31T00:00:00,,協力業者T社
CST-00580,PRJ-0094,材料費,3193,現場見込み,2023-11,2023-12,2023-11-27T00:00:00,,協力業者K社
CST-00581,PRJ-0175,材料費,60398,確定請求,2025-02,2025-03,2025-02-25T00:00:00,2025-03-01T00:00:00,協力業者S社
CST-00582,PRJ-0061,外注費,61444,確定請求,2023-08,2023-09,2023-08-11T00:00:00,2023-08-11T00:00:00,協力業者E社
CST-00583,PRJ-0024,経費,75143,確定請求,2025-09,2025-10,2025-09-26T00:00:00,2025-10-01T00:00:00,資材メーカーH
CST-00584,PRJ-0167,材料費,6180,確定請求,2025-11,2025-12,2025-11-21T00:00:00,2025-11-26T00:00:00,協力業者H社
CST-00585,PRJ-0014,外注費,48352,確定請求,2025-12,2026-01,2026-01-04T00:00:00,2026-01-09T00:00:00,資材メーカーG
CST-00586,PRJ-0155,経費,44737,確定請求,2024-09,2024-10,2024-09-11T00:00:00,2024-09-15T00:00:00,協力業者P社
CST-00587,PRJ-0142,労務費,81593,確定請求,2023-11,2023-12,2023-11-16T00:00:00,2023-11-19T00:00:00,協力業者I社
CST-00588,PRJ-0146,材料費,86399,現場見込み,2026-07,2026-08,2026-07-31T00:00:00,,協力業者C社
CST-00589,PRJ-0065,外注費,52258,現場見込み,2026-04,2026-05,2026-04-18T00:00:00,,協力業者Q社
CST-00590,PRJ-0103,経費,102381,確定請求,2024-05,2024-06,2024-05-09T00:00:00,2024-05-11T00:00:00,協力業者O社
CST-00591,PRJ-0038,外注費,151219,確定請求,2023-06,2023-07,2023-06-05T00:00:00,2023-06-10T00:00:00,資材メーカーH
CST-00592,PRJ-0177,外注費,31656,確定請求,2025-03,2025-04,2025-03-13T00:00:00,2025-03-13T00:00:00,資材メーカーA
CST-00593,PRJ-0082,労務費,19842,現場見込み,2026-02,2026-03,2026-02-12T00:00:00,,協力業者R社
CST-00594,PRJ-0041,材料費,50927,現場見込み,2026-02,2026-03,2026-02-18T00:00:00,,協力業者N社
CST-00595,PRJ-0027,労務費,76709,確定請求,2026-05,2026-06,2026-06-02T00:00:00,2026-06-04T00:00:00,協力業者I社
CST-00596,PRJ-0190,労務費,36597,確定請求,2025-01,2025-02,2025-01-21T00:00:00,2025-01-22T00:00:00,協力業者R社
CST-00597,PRJ-0175,外注費,74751,確定請求,2025-07,2025-08,2025-07-19T00:00:00,2025-07-21T00:00:00,資材メーカーH
CST-00598,PRJ-0131,外注費,3382,口頭発注,2026-01,2026-02,2026-01-09T00:00:00,,協力業者B社
CST-00599,PRJ-0026,労務費,11833,口頭発注,2026-06,2026-07,2026-07-02T00:00:00,,協力業者A社
CST-00600,PRJ-0169,材料費,57212,現場見込み,2025-03,2025-04,2025-03-21T00:00:00,,資材メーカーH
